,qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,combineYield,yieldPerAcre,combineMoisture,combineTestWeight,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,harvestDate,notes,rangeRow
995,5120$ROW17$RANGE7$LH82 X W606S,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,17,7,5120.0,LH82 X W606S,2022-05-22,2022-07-19,2022-07-21,58.0,60.0,2.0,1320.57,1370.73,50.16,80.0,155.0,NA,9.44,86.01,13.4,61.9,16.4,14.1,3.5,2.5,29.5,17.0,395.0,16.6,63.3,13.6,5.15,68.21,9.89,4.08,0.72,1.13,orange,NA,2022-10-10 11:28:31,NA,7-17
996,5121$ROW17$RANGE8$LH185 X LH82,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,17,8,5121.0,LH185 X LH82,2022-05-22,2022-07-19,2022-07-23,58.0,62.0,4.0,1320.57,1422.27,101.7,65.0,157.0,NA,8.15,74.51,13.1,62.1,15.0,14.6,3.9,2.4,33.5,16.0,373.0,24.0,88.2,14.0,5.0,67.63,8.71,3.53,1.01,1.09,orange,NA,2022-10-10 11:43:27,NA,8-17
997,5122$ROW18$RANGE2$PHW52 X LH185,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,18,2,5122.0,PHW52 X LH185,2022-05-22,2022-07-23,2022-07-24,62.0,63.0,1.0,1422.27,1451.51,29.24,70.0,158.0,NA,3.29,29.77,14.0,62.1,10.9,10.5,3.1,2.0,18.5,12.8,113.0,23.06,45.1,6.7,5.03,63.99,13.0,3.99,1.7,1.14,yellow,NA,2022-10-10 09:57:59,NA,2-18
998,5123$ROW18$RANGE3$PHZ51 X LH145,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,18,3,5123.0,PHZ51 X LH145,2022-05-22,2022-07-18,2022-07-23,57.0,62.0,5.0,1295.5,1422.27,126.77,101.0,181.0,NA,4.1,37.31,13.5,62.4,18.4,16.1,3.8,2.8,36.8,15.0,489.0,19.6,95.3,20.1,5.03,68.57,11.68,3.9,0.92,1.04,yellow,NA,2022-10-10 10:22:04,NA,3-18
999,5124$ROW18$RANGE4$LH74 X PHN82,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,18,4,5124.0,LH74 X PHN82,2022-05-22,2022-07-20,2022-07-23,59.0,62.0,3.0,1346.07,1422.27,76.2,60.0,151.0,NA,4.89,44.45,13.6,62.3,14.6,12.4,3.0,2.2,28.0,14.5,276.0,21.4,57.5,13.0,4.8,68.36,11.92,3.66,1.04,0.98,yellow,NA,2022-10-10 10:34:40,NA,4-18
1000,5125$ROW18$RANGE5$LH195 X PHM49,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,18,5,5125.0,LH195 X PHM49,2022-05-22,2022-07-26,2022-08-02,65.0,72.0,7.0,1498.26,1658.41,160.15,72.0,154.0,NA,5.05,44.79,15.7,60.1,17.4,15.6,3.7,2.2,34.0,14.5,473.0,27.5,133.2,22.7,5.16,69.27,11.27,4.32,1.13,1.0,yellow,NA,2022-10-10 10:51:39,NA,5-18
1001,5126$ROW18$RANGE6$WF9 X H95,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,18,6,5126.0,WF9 X H95,2022-05-22,2022-07-23,2022-07-29,62.0,68.0,6.0,1422.27,1570.26,147.99,78.0,170.0,NA,2.68,24.13,14.4,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-10 11:07:04,NA,6-18
1002,5127$ROW18$RANGE7$PHW52 X PHN82,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,18,7,5127.0,PHW52 X PHN82,2022-05-22,2022-07-19,2022-07-23,58.0,62.0,4.0,1320.57,1422.27,101.7,65.0,159.0,NA,14.48,129.79,14.8,60.7,18.8,16.6,4.1,2.6,34.8,15.5,483.0,28.3,140.6,22.9,5.16,70.4,9.58,4.59,0.73,1.03,yellow,NA,2022-10-10 11:28:12,NA,7-18
1003,5128$ROW18$RANGE8$PHK76 X LH145,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,18,8,5128.0,PHK76 X LH145,2022-05-22,2022-07-18,2022-07-23,57.0,62.0,5.0,1295.5,1422.27,126.77,70.0,171.0,NA,7.73,70.75,13.0,62.4,15.8,14.6,3.5,2.8,33.8,14.0,427.0,17.1,69.8,19.2,5.16,68.88,11.8,4.14,0.92,0.93,yellow,NA,2022-10-10 11:43:49,NA,8-18
1004,5129$ROW19$RANGE2$2369 X 3IIH6,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,19,2,5129.0,2369 X 3IIH6,2022-05-22,2022-07-19,2022-07-23,58.0,62.0,4.0,1320.57,1422.27,101.7,60.0,140.0,NA,3.02,27.55,13.3,62.5,17.0,14.1,3.9,2.8,33.8,17.0,409.0,19.8,86.6,18.8,4.62,64.28,11.88,4.36,1.82,1.5,yellow,NA,2022-10-10 09:58:25,NA,2-19
1005,5130$ROW19$RANGE3$PHK76 X 3IIH6,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,19,3,5130.0,PHK76 X 3IIH6,2022-05-22,2022-07-20,2022-07-24,59.0,63.0,4.0,1346.07,1451.51,105.44,50.0,110.0,NA,1.73,15.93,12.5,62.9,16.1,14.0,3.8,2.8,31.2,16.5,422.0,18.8,87.9,17.2,4.42,66.95,10.27,4.14,0.97,1.18,orange,NA,2022-10-10 10:21:43,NA,3-19
1006,5131$ROW19$RANGE4$F42 X MO17,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,19,4,5131.0,F42 X MO17,2022-05-22,2022-07-23,2022-07-31,62.0,70.0,8.0,1422.27,1607.61,185.35,84.0,163.0,NA,2.98,27.18,13.3,62.5,17.5,16.6,4.1,2.8,41.5,13.5,506.0,22.1,112.9,19.6,5.1,72.18,9.13,4.15,1.5,1.25,yellow,NA,2022-10-10 10:35:01,NA,4-19
1007,5132$ROW19$RANGE5$PHG39 X PHM49,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,19,5,5132.0,PHG39 X PHM49,2022-05-22,2022-07-24,2022-07-25,63.0,64.0,1.0,1451.51,1479.48,27.97,73.0,162.0,NA,6.46,57.43,15.5,60.4,16.0,11.4,3.8,2.5,26.2,14.0,290.0,26.0,78.6,14.1,5.24,69.26,8.33,3.24,1.39,0.85,orange,NA,2022-10-10 10:51:16,NA,5-19
1008,5133$ROW19$RANGE6$N209 X 3IIH6,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,19,6,5133.0,N209 X 3IIH6,2022-05-22,2022-07-21,2022-07-24,60.0,63.0,3.0,1370.73,1451.51,80.78,79.0,164.0,NA,5.17,47.27,13.1,62.2,14.2,10.5,3.9,2.9,22.5,18.0,316.0,18.1,58.2,8.5,5.04,70.17,9.24,4.17,1.44,1.37,yellow,NA,2022-10-10 11:07:30,NA,6-19
1009,5134$ROW19$RANGE7$PHP02 X LH185,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,19,7,5134.0,PHP02 X LH185,2022-05-22,2022-07-21,2022-07-23,60.0,62.0,2.0,1370.73,1422.27,51.54,90.0,161.0,NA,4.07,37.04,13.5,61.8,17.5,15.6,3.9,2.6,32.8,14.5,427.0,23.1,99.2,22.5,5.14,64.7,13.31,4.0,1.9,1.32,yellow,NA,2022-10-10 11:27:51,NA,7-19
1010,5135$ROW19$RANGE8$PHJ40 X LH82,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,19,8,5135.0,PHJ40 X LH82,2022-05-22,2022-07-15,2022-07-17,54.0,56.0,2.0,1209.83,1268.08,58.24,69.0,143.0,NA,10.4,95.41,12.8,62.5,19.0,17.0,4.0,3.0,36.0,16.0,597.0,25.49,NA,27.87,5.24,68.13,10.28,3.9,1.2,1.2,yellow,NA,2022-10-10 11:44:11,NA,8-19
1011,5136$ROW20$RANGE2$PHB47 X 3IIH6,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,20,2,5136.0,PHB47 X 3IIH6,2022-05-22,2022-07-22,2022-08-01,61.0,71.0,10.0,1395.88,1631.41,235.54,75.0,169.0,NA,1.25,11.6,11.8,63.4,15.2,14.5,4.0,2.7,33.0,NA,268.0,17.7,89.4,19.0,4.17,64.13,12.04,4.58,1.44,1.23,yellow,NA,2022-10-10 09:58:46,NA,2-20
1012,5137$ROW20$RANGE3$PHT69 X 3IIH6,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,20,3,5137.0,PHT69 X 3IIH6,2022-05-22,2022-07-18,2022-07-22,57.0,61.0,4.0,1295.5,1395.88,100.38,81.0,170.0,NA,4.33,39.54,13.2,62.5,15.2,14.9,3.5,2.5,34.2,16.5,484.0,17.3,85.4,14.6,4.46,66.31,12.6,4.64,1.7,1.6,yellow,NA,2022-10-10 10:21:26,NA,3-20
1013,5138$ROW20$RANGE4$PHN46 X PHB47,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,20,4,5138.0,PHN46 X PHB47,2022-05-22,2022-07-23,2022-07-26,62.0,65.0,3.0,1422.27,1498.26,75.99,85.0,160.0,NA,4.31,39.22,13.5,62.3,15.6,14.4,3.6,2.5,35.5,15.0,470.0,20.2,98.2,19.3,3.43,68.62,10.14,3.02,1.79,0.91,yellow,NA,2022-10-10 10:35:22,NA,4-20
1014,5139$ROW20$RANGE5$PHP02 X W606S,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,20,5,5139.0,PHP02 X W606S,2022-05-22,2022-07-19,2022-07-20,58.0,59.0,1.0,1320.57,1346.07,25.5,75.0,164.0,NA,6.5,59.49,13.0,62.5,15.2,13.4,3.5,2.5,30.5,15.0,310.0,18.8,59.3,14.3,4.86,68.14,8.98,3.89,0.74,0.98,orange,NA,2022-10-10 10:50:53,NA,5-20
1015,5140$ROW20$RANGE6$2369 X PHP02,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,20,6,5140.0,2369 X PHP02,2022-05-22,2022-07-19,2022-07-20,58.0,59.0,1.0,1320.57,1346.07,25.5,79.0,159.0,NA,5.45,50.11,12.6,62.8,16.8,14.4,4.0,2.9,34.2,14.5,446.0,19.6,89.9,15.8,5.05,68.3,10.14,3.93,1.37,1.33,yellow,NA,2022-10-10 11:08:00,NA,6-20
1016,5141$ROW20$RANGE7$2369 X LH123HT,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,20,7,5141.0,2369 X LH123HT,2022-05-22,2022-08-02,NA,72.0,NA,NA,NA,NA,NA,NA,150.0,NA,0.69,6.67,8.2,64.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-10 11:27:34,NA,7-20
1017,5142$ROW20$RANGE8$B73 X PHN82,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,20,8,5142.0,B73 X PHN82,2022-05-22,2022-07-22,2022-07-28,61.0,67.0,6.0,1395.88,1550.01,154.14,80.0,157.0,NA,4.62,41.8,14.0,61.4,17.2,15.5,4.2,3.0,39.8,17.0,620.0,16.0,108.2,24.9,4.9,65.47,11.78,4.03,1.46,1.26,yellow,NA,2022-10-10 11:44:32,NA,8-20
1018,5143$ROW21$RANGE2$LH198 X PHZ51,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,21,2,5143.0,LH198 X PHZ51,2022-05-22,2022-07-22,2022-07-26,61.0,65.0,4.0,1395.88,1498.26,102.38,91.0,180.0,NA,3.61,32.51,14.4,61.8,11.8,10.9,3.4,2.4,23.2,13.5,253.0,18.7,48.2,9.4,5.24,68.67,13.03,4.38,0.91,1.13,yellow,NA,2022-10-10 09:59:11,NA,2-21
1019,5144$ROW21$RANGE3$2FACC X 3IIH6,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,21,3,5144.0,2FACC X 3IIH6,2022-05-22,2022-07-17,2022-07-23,56.0,62.0,6.0,1268.08,1422.27,154.19,73.0,160.0,NA,1.26,11.74,11.4,63.6,16.1,15.4,3.9,2.9,32.2,16.2,366.0,22.6,83.2,24.4,5.07,68.48,9.87,3.6,2.14,1.43,yellow,NA,2022-10-10 10:21:04,NA,3-21
1020,5145$ROW21$RANGE4$B73 X PHM49,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,21,4,5145.0,B73 X PHM49,2022-05-22,2022-07-24,2022-07-30,63.0,69.0,6.0,1451.51,1587.76,136.25,93.0,160.0,NA,2.16,19.5,14.2,61.5,16.0,14.5,4.0,2.5,35.0,15.0,420.0,28.0,119.8,22.4,4.67,69.12,9.9,3.15,1.52,1.0,NA,NA,2022-10-10 10:35:52,NA,4-21
1021,5146$ROW21$RANGE5$LH82 X PHJ89,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,21,5,5146.0,LH82 X PHJ89,2022-05-22,2022-07-18,2022-07-19,57.0,58.0,1.0,1295.5,1320.57,25.07,65.0,158.0,NA,6.88,62.83,13.2,62.4,15.9,15.0,3.9,2.5,36.8,18.0,566.0,20.1,112.3,15.3,4.74,69.28,7.6,3.78,0.78,1.09,orange,NA,2022-10-10 10:50:30,NA,5-21
1022,5147$ROW21$RANGE6$B73 X PHZ51,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,21,6,5147.0,B73 X PHZ51,2022-05-22,2022-07-22,2022-07-26,61.0,65.0,4.0,1395.88,1498.26,102.38,110.0,195.0,NA,3.62,32.75,14.0,61.4,13.9,13.1,3.6,2.6,30.0,15.0,382.0,22.2,84.6,19.1,5.1,68.76,8.59,3.46,1.2,0.96,yellow,NA,2022-10-10 11:08:23,NA,6-21
1023,5148$ROW21$RANGE7$PHP02 X LH198,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,21,7,5148.0,PHP02 X LH198,2022-05-22,2022-07-18,2022-07-23,57.0,62.0,5.0,1295.5,1422.27,126.77,91.0,160.0,NA,4.41,40.09,13.6,62.0,12.0,10.2,3.4,2.4,26.8,15.5,306.0,17.6,57.4,10.6,4.95,68.11,9.57,3.99,1.0,1.17,yellow,NA,2022-10-10 11:27:14,NA,7-21
1024,5149$ROW21$RANGE8$PHK56 X PHJ89,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,21,8,5149.0,PHK56 X PHJ89,2022-05-22,2022-07-22,2022-07-25,61.0,64.0,3.0,1395.88,1479.48,83.6,64.0,149.0,NA,2.31,20.78,14.5,61.0,16.1,15.5,3.8,2.8,34.5,17.0,502.0,21.4,107.1,19.2,4.25,69.32,10.52,4.05,0.75,1.01,yellow,NA,2022-10-10 11:44:54,NA,8-21
1025,5150$ROW22$RANGE2$LH123HT X 3IIH6,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,22,2,5150.0,LH123HT X 3IIH6,2022-05-22,2022-07-25,2022-07-30,64.0,69.0,5.0,1479.48,1587.76,108.28,90.0,179.0,NA,0.57,5.63,6.1,65.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-10 09:59:36,NA,2-22
1026,5151$ROW22$RANGE3$PHP02 X PHB47,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,22,3,5151.0,PHP02 X PHB47,2022-05-22,2022-07-20,2022-07-23,59.0,62.0,3.0,1346.07,1422.27,76.2,70.0,153.0,NA,1.89,17.34,12.8,62.6,17.9,15.9,4.1,2.8,34.2,14.0,436.0,21.1,98.9,23.4,5.24,64.42,11.79,3.86,2.05,1.3,yellow,NA,2022-10-10 10:20:25,NA,3-22
1027,5152$ROW22$RANGE4$B14A X MO17,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,22,4,5152.0,B14A X MO17,2022-05-22,2022-07-24,2022-07-26,63.0,65.0,2.0,1451.51,1498.26,46.75,100.0,168.0,NA,3.54,31.99,14.1,61.9,11.4,9.9,3.2,2.2,24.0,11.5,204.0,19.4,40.3,7.2,5.86,65.64,9.96,4.08,1.7,1.19,yellow,NA,2022-10-10 10:36:13,NA,4-22
1028,5153$ROW22$RANGE5$B37 X MO17,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,22,5,5153.0,B37 X MO17,2022-05-22,2022-07-24,2022-07-31,63.0,70.0,7.0,1451.51,1607.61,156.11,93.0,173.0,NA,3.52,31.85,14.0,61.9,16.2,15.0,4.1,2.8,37.8,12.5,411.0,25.4,103.6,19.5,5.22,68.9,8.55,3.99,1.57,1.07,orange,NA,2022-10-10 10:50:06,NA,5-22
1029,5154$ROW22$RANGE6$B73 X 3IIH6,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,22,6,5154.0,B73 X 3IIH6,2022-05-22,2022-07-23,2022-07-30,62.0,69.0,7.0,1422.27,1587.76,165.49,78.0,168.0,NA,0.72,6.91,8.8,64.2,14.9,12.8,3.9,2.8,28.8,19.2,432.0,17.4,80.1,16.2,5.23,69.16,9.8,4.4,1.62,1.47,yellow,NA,2022-10-10 11:08:49,NA,6-22
1030,5155$ROW22$RANGE7$LH195 X LH185,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,22,7,5155.0,LH195 X LH185,2022-05-22,2022-07-24,2022-07-26,63.0,65.0,2.0,1451.51,1498.26,46.75,78.0,177.0,NA,4.65,42.46,13.2,62.3,18.5,17.2,4.4,2.9,39.5,14.5,542.0,28.9,152.2,25.2,4.84,65.9,9.67,3.72,2.1,1.29,yellow,NA,2022-10-10 11:26:54,NA,7-22
1031,5156$ROW22$RANGE8$SYNGENTA NK0760-3111,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,22,8,5156.0,SYNGENTA NK0760-3111,2022-05-22,2022-07-22,2022-07-23,61.0,62.0,1.0,1395.88,1422.27,26.39,89.0,183.0,NA,9.78,89.93,12.6,62.5,16.5,14.6,3.8,2.4,35.5,15.2,460.0,17.2,82.4,15.7,5.21,68.05,9.23,4.25,2.52,1.56,yellow,NA,2022-10-10 11:45:18,NA,8-22
1032,5157$ROW23$RANGE2$PHK76 X W606S,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,23,2,5157.0,PHK76 X W606S,2022-05-22,2022-07-22,2022-07-23,61.0,62.0,1.0,1395.88,1422.27,26.39,60.0,144.0,NA,2.85,25.85,13.8,62.2,13.0,11.4,3.1,2.2,24.5,12.5,196.0,15.0,29.5,7.6,5.42,70.35,8.49,3.41,0.33,0.91,orange,NA,2022-10-10 10:00:23,NA,2-23
1033,5158$ROW23$RANGE3$PHP02 X PHJ89,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,23,3,5158.0,PHP02 X PHJ89,2022-05-22,2022-07-18,2022-07-20,57.0,59.0,2.0,1295.5,1346.07,50.57,65.0,151.0,NA,6.1,56.15,12.5,63.0,16.2,15.8,3.6,2.5,38.0,14.0,492.0,23.8,114.8,18.5,4.85,68.47,9.29,4.13,0.73,1.12,yellow,NA,2022-10-10 10:20:00,NA,3-23
1034,5159$ROW23$RANGE4$LH198 X PHB47,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,23,4,5159.0,LH198 X PHB47,2022-05-22,2022-07-22,2022-07-23,61.0,62.0,1.0,1395.88,1422.27,26.39,79.0,170.0,NA,5.72,51.99,13.6,62.2,12.6,11.6,3.1,2.2,30.2,13.0,307.0,19.1,59.5,13.5,5.27,65.58,10.79,4.2,1.6,1.07,yellow,NA,2022-10-10 10:36:34,NA,4-23
1035,5160$ROW23$RANGE5$F42 X OH43,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,23,5,5160.0,F42 X OH43,2022-05-22,2022-07-21,2022-07-26,60.0,65.0,5.0,1370.73,1498.26,127.53,75.0,151.0,NA,5.75,52.51,13.2,62.5,15.8,14.9,3.6,2.5,38.8,18.0,578.0,21.4,115.5,21.9,5.26,68.2,8.97,4.23,1.14,1.07,yellow,NA,2022-10-10 10:49:43,NA,5-23
1036,5161$ROW23$RANGE6$B84 X 3IIH6,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,23,6,5161.0,B84 X 3IIH6,2022-05-22,2022-07-22,2022-07-27,61.0,66.0,5.0,1395.88,1522.76,126.88,86.0,160.0,NA,2.24,20.34,13.7,61.8,15.1,13.9,3.2,2.4,31.0,16.5,434.0,17.2,74.5,16.7,5.16,67.78,11.5,4.33,2.14,1.49,yellow,NA,2022-10-10 11:10:42,NA,6-23
1037,5162$ROW23$RANGE7$B37 X OH43,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,23,7,5162.0,B37 X OH43,2022-05-22,2022-07-23,2022-07-31,62.0,70.0,8.0,1422.27,1607.61,185.35,62.0,170.0,NA,2.76,25.03,13.8,61.6,15.4,14.5,3.9,2.8,35.5,16.0,428.0,21.0,92.8,18.4,5.1,67.44,9.07,3.6,1.39,0.97,yellow,NA,2022-10-10 11:26:33,NA,7-23
1038,5163$ROW23$RANGE8$SYNGENTA NK0760-3111,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,23,8,5163.0,SYNGENTA NK0760-3111,2022-05-22,2022-07-22,2022-07-23,61.0,62.0,1.0,1395.88,1422.27,26.39,96.0,180.0,NA,4.66,43.09,12.1,62.9,17.2,15.6,3.8,2.2,36.5,15.5,483.0,20.7,100.3,16.5,5.17,71.68,8.93,3.96,2.01,1.42,yellow,NA,2022-10-10 11:45:39,NA,8-23
1039,5164$ROW24$RANGE2$PHP02 X LH145,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,24,2,5164.0,PHP02 X LH145,2022-05-22,2022-07-18,2022-07-21,57.0,60.0,3.0,1295.5,1370.73,75.23,65.0,150.0,NA,3.69,33.58,13.5,62.2,12.5,10.6,3.4,2.4,24.2,14.0,198.0,16.2,36.4,8.7,5.43,68.39,10.94,3.42,1.35,1.22,yellow,NA,2022-10-10 10:00:48,NA,2-24
1040,5165$ROW24$RANGE3$PIONEER P0589 AMXT,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,24,3,5165.0,PIONEER P0589 AMXT,2022-05-22,2022-07-22,2022-07-23,61.0,62.0,1.0,1395.88,1422.27,26.39,77.0,162.0,NA,10.12,92.63,13.0,62.6,15.9,12.9,4.0,2.6,31.5,16.0,444.0,23.9,105.2,15.9,5.12,73.27,7.02,3.19,1.57,1.26,yellow,NA,2022-10-10 10:19:35,NA,3-24
1041,5166$ROW24$RANGE4$B105 X 3IIH6,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,24,4,5166.0,B105 X 3IIH6,2022-05-22,2022-07-20,2022-07-22,59.0,61.0,2.0,1346.07,1395.88,49.81,70.0,155.0,NA,3.18,29.14,12.9,62.7,18.5,17.4,3.8,2.9,36.2,17.5,539.0,17.7,101.0,18.9,5.1,69.33,9.09,4.01,1.47,1.32,yellow,NA,2022-10-10 10:36:56,NA,4-24
1042,5167$ROW24$RANGE5$PHP02 X PHK76,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,24,5,5167.0,PHP02 X PHK76,2022-05-22,2022-07-17,2022-07-19,56.0,58.0,2.0,1268.08,1320.57,52.49,75.0,170.0,NA,5.14,46.99,13.1,62.5,18.9,18.5,4.1,3.0,41.8,13.0,457.0,30.2,137.8,29.5,5.11,66.92,10.97,3.73,1.36,1.02,orange,NA,2022-10-10 10:49:21,NA,5-24
1043,5168$ROW24$RANGE6$PHK56 X W606S,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,24,6,5168.0,PHK56 X W606S,2022-05-22,2022-07-22,2022-07-26,61.0,65.0,4.0,1395.88,1498.26,102.38,70.0,140.0,NA,2.46,22.41,13.4,62.2,11.8,10.9,3.2,2.4,24.0,15.0,271.0,15.7,50.6,7.7,5.71,68.23,8.69,4.29,0.64,0.91,yellow,NA,2022-10-10 11:11:34,NA,6-24
1044,5169$ROW24$RANGE7$4N506 X 3IIH6,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,24,7,5169.0,4N506 X 3IIH6,2022-05-22,2022-07-23,2022-07-27,62.0,66.0,4.0,1422.27,1522.76,100.49,90.0,179.0,NA,1.4,13.01,11.7,63.0,12.5,8.0,2.5,2.0,21.0,14.0,188.0,9.7,17.0,6.1,5.77,68.39,13.9,4.46,0.52,1.29,yellow,NA,2022-10-10 11:26:14,NA,7-24
1045,5170$ROW24$RANGE8$SYNGENTA NK0760-3111,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,24,8,5170.0,SYNGENTA NK0760-3111,2022-05-22,2022-07-22,2022-07-23,61.0,62.0,1.0,1395.88,1422.27,26.39,93.0,190.0,NA,9.36,86.26,12.4,62.7,18.0,16.9,3.8,2.4,31.1,14.5,514.0,21.0,114.3,19.0,4.71,70.89,8.29,4.15,2.13,1.48,yellow,NA,2022-10-10 11:46:01,NA,8-24
1046,5171$ROW25$RANGE2$LH145 X LH162,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,25,2,5171.0,LH145 X LH162,2022-05-22,2022-07-20,2022-07-24,59.0,63.0,4.0,1346.07,1451.51,105.44,60.0,128.0,NA,1.31,12.1,12.2,63.0,11.4,9.5,2.6,1.8,18.8,11.0,163.0,15.1,25.1,6.4,4.96,66.35,11.79,4.02,1.03,1.1,yellow,NA,2022-10-10 10:01:09,NA,2-25
1047,5172$ROW25$RANGE3$PHP02 X LH82,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,25,3,5172.0,PHP02 X LH82,2022-05-22,2022-07-18,2022-07-20,57.0,59.0,2.0,1295.5,1346.07,50.57,72.0,137.0,NA,2.9,26.54,13.0,62.7,12.9,11.6,3.5,2.5,30.8,18.0,380.0,13.9,52.3,9.0,4.95,67.26,10.9,4.08,0.87,1.26,yellow,NA,2022-10-10 10:19:12,NA,3-25
1048,5173$ROW25$RANGE4$PIONEER 1311 AMXT,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,25,4,5173.0,PIONEER 1311 AMXT,2022-05-22,2022-07-23,2022-07-28,62.0,67.0,5.0,1422.27,1550.01,127.74,89.0,180.0,NA,5.22,47.78,13.0,62.6,14.0,12.6,3.2,2.1,22.8,16.0,349.0,21.3,74.6,12.9,4.58,69.36,7.67,3.38,1.13,1.07,yellow,NA,2022-10-10 10:37:19,NA,4-25
1049,5174$ROW25$RANGE5$PHN46 X W606S,Lincoln,Lincoln,0.0,Low,75.0,NA,17.5,NA,1.0,25,5,5174.0,PHN46 X W606S,2022-05-22,2022-07-23,2022-07-25,62.0,64.0,2.0,1422.27,1479.48,57.21,76.0,169.0,NA,3.39,30.78,13.7,62.0,14.1,11.8,4.0,3.1,28.2,15.0,337.0,19.8,70.1,12.2,5.4,72.8,8.13,4.53,0.22,0.94,yellow,NA,2022-10-10 10:48:59,NA,5-25
